episode,step,warehouse_1_stock,warehouse_2_stock,action,reward,holding_cost,stockout_cost,order_cost,total_cost,service_level,explanation
3,30,59.0,53.0,4,-4522.0,22.0,0.0,4500.0,4522.0,1.0,Large order 40 units (stock: 59)
3,31,18.0,26.0,8,-7704.822222222222,5.0,160.0,7500.0,7665.0,0.8888888888888888,Large order 80 units (stock: 18)
3,32,0.0,10.0,8,-8016.0,16.0,0.0,8000.0,8016.0,1.0,Large order 80 units (stock: 0)
3,33,8.0,24.0,8,-8056.0,56.0,0.0,8000.0,8056.0,1.0,Large order 80 units (stock: 8)
3,34,55.0,57.0,4,-4111.0,111.0,0.0,4000.0,4111.0,1.0,Large order 40 units (stock: 55)
3,35,111.0,111.0,0,-154.0,154.0,0.0,0.0,154.0,1.0,No order (stock: 111)
3,36,153.0,155.0,0,-162.0,162.0,0.0,0.0,162.0,1.0,No order (stock: 153)
3,37,165.0,159.0,0,-132.0,132.0,0.0,0.0,132.0,1.0,No order (stock: 165)
3,38,144.0,120.0,0,-104.0,104.0,0.0,0.0,104.0,1.0,No order (stock: 144)
3,39,115.0,93.0,0,-576.5,76.5,0.0,500.0,576.5,1.0,No order (stock: 115)
3,40,89.0,64.0,1,-2537.5,37.5,0.0,2500.0,2537.5,1.0,Order 10 units (stock: 89)
3,41,49.0,26.0,5,-6369.518367346939,0.0,260.0,6000.0,6260.0,0.8673469387755102,Large order 50 units (stock: 49)
3,42,0.0,0.0,8,-10784.101149425289,0.0,740.0,8000.0,8740.0,0.5747126436781609,Large order 80 units (stock: 0)
3,43,0.0,0.0,8,-8005.5,5.5,0.0,8000.0,8005.5,1.0,Large order 80 units (stock: 0)
3,44,1.0,10.0,8,-8035.0,35.0,0.0,8000.0,8035.0,1.0,Large order 80 units (stock: 1)
3,45,38.0,32.0,6,-6557.5,57.5,0.0,6500.0,6557.5,1.0,Large order 60 units (stock: 38)
3,46,42.0,73.0,6,-4567.5,67.5,0.0,4500.0,4567.5,1.0,Large order 60 units (stock: 42)
